model,threshold,precision,recall,f1
Baseline,0.574,0.5348,0.9751,0.6907
Baseline,0.574,0.5345,0.974,0.6902
Baseline,0.574,0.5348,0.974,0.6905
Baseline,0.577,0.5351,0.974,0.6907
Baseline,0.577,0.5354,0.974,0.691
Baseline,0.578,0.5352,0.973,0.6905
Baseline,0.579,0.5349,0.9719,0.69
Baseline,0.58,0.5346,0.9709,0.6896
Baseline,0.581,0.5344,0.9699,0.6891
Baseline,0.581,0.5347,0.9699,0.6893
Baseline,0.581,0.5344,0.9688,0.6888
Baseline,0.586,0.5341,0.9678,0.6884
Baseline,0.587,0.5339,0.9667,0.6879
Baseline,0.588,0.5336,0.9657,0.6874
Baseline,0.588,0.5333,0.9647,0.6869
Baseline,0.588,0.5336,0.9647,0.6872
Baseline,0.589,0.5339,0.9647,0.6874
Baseline,0.589,0.5337,0.9636,0.6869
Baseline,0.59,0.5334,0.9626,0.6864
Baseline,0.59,0.5331,0.9615,0.6859
Baseline,0.591,0.5329,0.9605,0.6855
Baseline,0.592,0.5326,0.9595,0.685
Baseline,0.594,0.5329,0.9595,0.6852
Baseline,0.594,0.5332,0.9595,0.6855
Baseline,0.596,0.5329,0.9584,0.685
Baseline,0.596,0.5327,0.9574,0.6845
Baseline,0.596,0.5324,0.9563,0.684
Baseline,0.598,0.5327,0.9563,0.6843
Baseline,0.6,0.5324,0.9553,0.6838
Baseline,0.6,0.5322,0.9543,0.6833
Baseline,0.6,0.5319,0.9532,0.6828
Baseline,0.601,0.5322,0.9532,0.6831
Baseline,0.603,0.5319,0.9522,0.6826
Baseline,0.605,0.5322,0.9522,0.6828
Baseline,0.606,0.5326,0.9522,0.6831
Baseline,0.608,0.5323,0.9511,0.6826
Baseline,0.608,0.532,0.9501,0.6821
Baseline,0.61,0.5317,0.9491,0.6816
Baseline,0.611,0.5321,0.9491,0.6819
Baseline,0.611,0.5318,0.948,0.6814
Baseline,0.611,0.5321,0.948,0.6816
Baseline,0.612,0.5324,0.948,0.6819
Baseline,0.612,0.5321,0.947,0.6814
Baseline,0.613,0.5319,0.9459,0.6809
Baseline,0.613,0.5316,0.9449,0.6804
Baseline,0.615,0.5313,0.9439,0.6799
Baseline,0.616,0.5316,0.9439,0.6801
Baseline,0.616,0.5313,0.9428,0.6797
Baseline,0.616,0.5317,0.9428,0.6799
Baseline,0.617,0.532,0.9428,0.6802
Baseline,0.618,0.5317,0.9418,0.6797
Baseline,0.618,0.5314,0.9407,0.6792
Baseline,0.619,0.5317,0.9407,0.6794
Baseline,0.619,0.5315,0.9397,0.6789
Baseline,0.62,0.5312,0.9387,0.6784
Baseline,0.622,0.5309,0.9376,0.6779
Baseline,0.622,0.5306,0.9366,0.6774
Baseline,0.622,0.5303,0.9356,0.6769
Baseline,0.622,0.5307,0.9356,0.6772
Baseline,0.623,0.531,0.9356,0.6775
Baseline,0.623,0.5313,0.9356,0.6777
Baseline,0.624,0.5316,0.9356,0.678
Baseline,0.625,0.5313,0.9345,0.6775
Baseline,0.626,0.531,0.9335,0.677
Baseline,0.626,0.5314,0.9335,0.6772
Baseline,0.626,0.5311,0.9324,0.6767
Baseline,0.627,0.5314,0.9324,0.677
Baseline,0.628,0.5311,0.9314,0.6765
Baseline,0.628,0.5308,0.9304,0.676
Baseline,0.629,0.5306,0.9293,0.6755
Baseline,0.63,0.5309,0.9293,0.6757
Baseline,0.631,0.5306,0.9283,0.6752
Baseline,0.631,0.5303,0.9272,0.6747
Baseline,0.632,0.5306,0.9272,0.675
Baseline,0.632,0.531,0.9272,0.6752
Baseline,0.632,0.5307,0.9262,0.6747
Baseline,0.632,0.531,0.9262,0.675
Baseline,0.633,0.5307,0.9252,0.6745
Baseline,0.634,0.5304,0.9241,0.674
Baseline,0.634,0.5301,0.9231,0.6735
Baseline,0.634,0.5299,0.922,0.673
Baseline,0.635,0.5296,0.921,0.6725
Baseline,0.635,0.5299,0.921,0.6727
Baseline,0.636,0.5296,0.92,0.6722
Baseline,0.637,0.5293,0.9189,0.6717
Baseline,0.637,0.5291,0.9179,0.6712
Baseline,0.637,0.5288,0.9168,0.6707
Baseline,0.637,0.5291,0.9168,0.671
Baseline,0.637,0.5294,0.9168,0.6712
Baseline,0.638,0.5291,0.9158,0.6707
Baseline,0.638,0.5288,0.9148,0.6702
Baseline,0.638,0.5286,0.9137,0.6697
Baseline,0.639,0.5283,0.9127,0.6692
Baseline,0.639,0.5286,0.9127,0.6695
Baseline,0.639,0.5283,0.9116,0.669
Baseline,0.64,0.528,0.9106,0.6684
Baseline,0.64,0.5283,0.9106,0.6687
Baseline,0.641,0.5281,0.9096,0.6682
Baseline,0.642,0.5284,0.9096,0.6684
Baseline,0.644,0.5287,0.9096,0.6687
Baseline,0.644,0.529,0.9096,0.669
Baseline,0.644,0.5293,0.9096,0.6692
Baseline,0.644,0.5291,0.9085,0.6687
Baseline,0.644,0.5294,0.9085,0.669
Baseline,0.644,0.5291,0.9075,0.6685
Baseline,0.645,0.5288,0.9064,0.6679
Baseline,0.646,0.5285,0.9054,0.6674
Baseline,0.646,0.5282,0.9044,0.6669
Baseline,0.647,0.5279,0.9033,0.6664
Baseline,0.647,0.5283,0.9033,0.6667
Baseline,0.648,0.528,0.9023,0.6662
Baseline,0.648,0.5277,0.9012,0.6656
Baseline,0.648,0.528,0.9012,0.6659
Baseline,0.648,0.5277,0.9002,0.6654
Baseline,0.648,0.5274,0.8992,0.6649
Baseline,0.649,0.5272,0.8981,0.6644
Baseline,0.649,0.5275,0.8981,0.6646
Baseline,0.649,0.5278,0.8981,0.6649
Baseline,0.649,0.5275,0.8971,0.6644
Baseline,0.65,0.5272,0.896,0.6638
Baseline,0.65,0.5275,0.896,0.6641
Baseline,0.651,0.5273,0.895,0.6636
Baseline,0.652,0.5276,0.895,0.6638
Baseline,0.652,0.5273,0.894,0.6633
Baseline,0.652,0.527,0.8929,0.6628
Baseline,0.652,0.5273,0.8929,0.6631
Baseline,0.653,0.527,0.8919,0.6625
Baseline,0.653,0.5274,0.8919,0.6628
Baseline,0.653,0.5271,0.8909,0.6623
Baseline,0.655,0.5268,0.8898,0.6618
Baseline,0.655,0.5271,0.8898,0.662
Baseline,0.655,0.5268,0.8888,0.6615
Baseline,0.656,0.5271,0.8888,0.6618
Baseline,0.656,0.5268,0.8877,0.6612
Baseline,0.656,0.5272,0.8877,0.6615
Baseline,0.657,0.5269,0.8867,0.661
Baseline,0.657,0.5266,0.8857,0.6605
Baseline,0.657,0.5263,0.8846,0.6599
Baseline,0.657,0.526,0.8836,0.6594
Baseline,0.658,0.5257,0.8825,0.6589
Baseline,0.658,0.526,0.8825,0.6592
Baseline,0.658,0.5257,0.8815,0.6586
Baseline,0.658,0.5254,0.8805,0.6581
Baseline,0.658,0.5251,0.8794,0.6576
Baseline,0.659,0.5255,0.8794,0.6579
Baseline,0.659,0.5252,0.8784,0.6573
Baseline,0.659,0.5249,0.8773,0.6568
Baseline,0.66,0.5252,0.8773,0.6571
Baseline,0.66,0.5249,0.8763,0.6565
Baseline,0.66,0.5252,0.8763,0.6568
Baseline,0.661,0.5249,0.8753,0.6563
Baseline,0.661,0.5253,0.8753,0.6565
Baseline,0.661,0.525,0.8742,0.656
Baseline,0.661,0.5247,0.8732,0.6555
Baseline,0.661,0.5244,0.8721,0.655
Baseline,0.662,0.5241,0.8711,0.6544
Baseline,0.662,0.5238,0.8701,0.6539
Baseline,0.662,0.5235,0.869,0.6534
Baseline,0.663,0.5238,0.869,0.6536
Baseline,0.663,0.5235,0.868,0.6531
Baseline,0.664,0.5238,0.868,0.6534
Baseline,0.664,0.5242,0.868,0.6536
Baseline,0.664,0.5239,0.8669,0.6531
Baseline,0.664,0.5236,0.8659,0.6526
Baseline,0.664,0.5233,0.8649,0.652
Baseline,0.665,0.5236,0.8649,0.6523
Baseline,0.665,0.5233,0.8638,0.6518
Baseline,0.665,0.523,0.8628,0.6512
Baseline,0.665,0.5227,0.8617,0.6507
Baseline,0.665,0.5224,0.8607,0.6502
Baseline,0.665,0.5227,0.8607,0.6504
Baseline,0.665,0.5224,0.8597,0.6499
Baseline,0.666,0.5221,0.8586,0.6494
Baseline,0.666,0.5218,0.8576,0.6488
Baseline,0.666,0.5215,0.8565,0.6483
Baseline,0.666,0.5212,0.8555,0.6478
Baseline,0.667,0.5209,0.8545,0.6472
Baseline,0.667,0.5212,0.8545,0.6475
Baseline,0.668,0.5209,0.8534,0.647
Baseline,0.668,0.5206,0.8524,0.6464
Baseline,0.668,0.5203,0.8514,0.6459
Baseline,0.669,0.5207,0.8514,0.6462
Baseline,0.669,0.5204,0.8503,0.6456
Baseline,0.67,0.5201,0.8493,0.6451
Baseline,0.67,0.5204,0.8493,0.6453
Baseline,0.671,0.5201,0.8482,0.6448
Baseline,0.671,0.5204,0.8482,0.6451
Baseline,0.672,0.5201,0.8472,0.6445
Baseline,0.672,0.5198,0.8462,0.644
Baseline,0.673,0.5195,0.8451,0.6435
Baseline,0.673,0.5192,0.8441,0.6429
Baseline,0.673,0.5189,0.843,0.6424
Baseline,0.674,0.5186,0.842,0.6418
Baseline,0.674,0.5183,0.841,0.6413
Baseline,0.674,0.5179,0.8399,0.6408
Baseline,0.674,0.5183,0.8399,0.641
Baseline,0.674,0.5186,0.8399,0.6413
Baseline,0.675,0.5183,0.8389,0.6407
Baseline,0.675,0.5186,0.8389,0.641
Baseline,0.675,0.5183,0.8378,0.6404
Baseline,0.675,0.5187,0.8378,0.6407
Baseline,0.675,0.5184,0.8368,0.6402
Baseline,0.677,0.5187,0.8368,0.6404
Baseline,0.677,0.5184,0.8358,0.6399
Baseline,0.678,0.5187,0.8358,0.6401
Baseline,0.678,0.519,0.8358,0.6404
Baseline,0.678,0.5187,0.8347,0.6398
Baseline,0.678,0.5191,0.8347,0.6401
Baseline,0.679,0.5194,0.8347,0.6404
Baseline,0.679,0.5191,0.8337,0.6398
Baseline,0.679,0.5188,0.8326,0.6393
Baseline,0.679,0.5185,0.8316,0.6387
Baseline,0.681,0.5188,0.8316,0.639
Baseline,0.681,0.5191,0.8316,0.6392
Baseline,0.681,0.5195,0.8316,0.6395
Baseline,0.681,0.5198,0.8316,0.6397
Baseline,0.682,0.5202,0.8316,0.64
Baseline,0.682,0.5205,0.8316,0.6403
Baseline,0.682,0.5208,0.8316,0.6405
Baseline,0.683,0.5212,0.8316,0.6408
Baseline,0.683,0.5209,0.8306,0.6402
Baseline,0.683,0.5205,0.8295,0.6397
Baseline,0.683,0.5202,0.8285,0.6391
Baseline,0.683,0.5206,0.8285,0.6394
Baseline,0.684,0.5209,0.8285,0.6396
Baseline,0.684,0.5206,0.8274,0.6391
Baseline,0.684,0.5203,0.8264,0.6386
Baseline,0.684,0.52,0.8254,0.638
Baseline,0.684,0.5197,0.8243,0.6375
Baseline,0.685,0.52,0.8243,0.6377
Baseline,0.685,0.5197,0.8233,0.6372
Baseline,0.685,0.5194,0.8222,0.6366
Baseline,0.685,0.5191,0.8212,0.6361
Baseline,0.685,0.5187,0.8202,0.6355
Baseline,0.685,0.5184,0.8191,0.635
Baseline,0.686,0.5181,0.8181,0.6344
Baseline,0.686,0.5178,0.817,0.6339
Baseline,0.686,0.5175,0.816,0.6333
Baseline,0.687,0.5172,0.815,0.6328
Baseline,0.687,0.5168,0.8139,0.6322
Baseline,0.687,0.5172,0.8139,0.6325
Baseline,0.688,0.5175,0.8139,0.6327
Baseline,0.688,0.5179,0.8139,0.633
Baseline,0.688,0.5175,0.8129,0.6324
Baseline,0.689,0.5172,0.8119,0.6319
Baseline,0.689,0.5169,0.8108,0.6313
Baseline,0.689,0.5172,0.8108,0.6316
Baseline,0.689,0.5176,0.8108,0.6318
Baseline,0.689,0.5179,0.8108,0.6321
Baseline,0.689,0.5176,0.8098,0.6315
Baseline,0.689,0.5173,0.8087,0.631
Baseline,0.69,0.5176,0.8087,0.6312
Baseline,0.69,0.5173,0.8077,0.6307
Baseline,0.69,0.5177,0.8077,0.6309
Baseline,0.69,0.518,0.8077,0.6312
Baseline,0.69,0.5177,0.8067,0.6306
Baseline,0.691,0.5174,0.8056,0.6301
Baseline,0.691,0.5177,0.8056,0.6303
Baseline,0.691,0.518,0.8056,0.6306
Baseline,0.691,0.5184,0.8056,0.6309
Baseline,0.691,0.5181,0.8046,0.6303
Baseline,0.692,0.5177,0.8035,0.6297
Baseline,0.692,0.5174,0.8025,0.6292
Baseline,0.693,0.5171,0.8015,0.6286
Baseline,0.693,0.5168,0.8004,0.6281
Baseline,0.693,0.5171,0.8004,0.6283
Baseline,0.693,0.5168,0.7994,0.6278
Baseline,0.694,0.5165,0.7983,0.6272
Baseline,0.694,0.5168,0.7983,0.6275
Baseline,0.694,0.5165,0.7973,0.6269
Baseline,0.694,0.5162,0.7963,0.6263
Baseline,0.694,0.5158,0.7952,0.6258
Baseline,0.694,0.5155,0.7942,0.6252
Baseline,0.694,0.5159,0.7942,0.6255
Baseline,0.695,0.5162,0.7942,0.6257
Baseline,0.695,0.5166,0.7942,0.626
Baseline,0.696,0.5162,0.7931,0.6254
Baseline,0.696,0.5159,0.7921,0.6248
Baseline,0.696,0.5163,0.7921,0.6251
Baseline,0.697,0.5166,0.7921,0.6254
Baseline,0.697,0.517,0.7921,0.6256
Baseline,0.697,0.5166,0.7911,0.6251
Baseline,0.697,0.5163,0.79,0.6245
Baseline,0.698,0.5167,0.79,0.6247
Baseline,0.698,0.517,0.79,0.625
Baseline,0.698,0.5167,0.789,0.6244
Baseline,0.698,0.517,0.789,0.6247
Baseline,0.698,0.5174,0.789,0.6249
Baseline,0.698,0.5171,0.7879,0.6244
Baseline,0.698,0.5167,0.7869,0.6238
Baseline,0.699,0.5164,0.7859,0.6232
Baseline,0.699,0.5167,0.7859,0.6235
Baseline,0.7,0.5171,0.7859,0.6238
Baseline,0.7,0.5175,0.7859,0.624
Baseline,0.7,0.5178,0.7859,0.6243
Baseline,0.7,0.5175,0.7848,0.6237
Baseline,0.7,0.5171,0.7838,0.6231
Baseline,0.701,0.5168,0.7827,0.6226
Baseline,0.701,0.5172,0.7827,0.6228
Baseline,0.701,0.5168,0.7817,0.6223
Baseline,0.701,0.5165,0.7807,0.6217
Baseline,0.701,0.5162,0.7796,0.6211
Baseline,0.701,0.5165,0.7796,0.6214
Baseline,0.701,0.5162,0.7786,0.6208
Baseline,0.701,0.5166,0.7786,0.6211
Baseline,0.701,0.5162,0.7775,0.6205
Baseline,0.701,0.5159,0.7765,0.6199
Baseline,0.702,0.5162,0.7765,0.6202
Baseline,0.702,0.5159,0.7755,0.6196
Baseline,0.702,0.5163,0.7755,0.6199
Baseline,0.702,0.5166,0.7755,0.6201
Baseline,0.703,0.517,0.7755,0.6204
Baseline,0.703,0.5173,0.7755,0.6206
Baseline,0.703,0.5177,0.7755,0.6209
Baseline,0.703,0.5174,0.7744,0.6203
Baseline,0.703,0.517,0.7734,0.6197
Baseline,0.704,0.5167,0.7723,0.6192
Baseline,0.704,0.5164,0.7713,0.6186
Baseline,0.705,0.516,0.7703,0.618
Baseline,0.705,0.5157,0.7692,0.6174
Baseline,0.705,0.5153,0.7682,0.6169
Baseline,0.705,0.5157,0.7682,0.6171
Baseline,0.706,0.5154,0.7672,0.6165
Baseline,0.706,0.515,0.7661,0.616
Baseline,0.706,0.5154,0.7661,0.6162
Baseline,0.706,0.515,0.7651,0.6156
Baseline,0.706,0.5147,0.764,0.6151
Baseline,0.707,0.5144,0.763,0.6145
Baseline,0.707,0.514,0.762,0.6139
Baseline,0.707,0.5137,0.7609,0.6133
Baseline,0.707,0.5133,0.7599,0.6127
Baseline,0.707,0.513,0.7588,0.6122
Baseline,0.707,0.5127,0.7578,0.6116
Baseline,0.708,0.513,0.7578,0.6118
Baseline,0.708,0.5127,0.7568,0.6113
Baseline,0.708,0.513,0.7568,0.6115
Baseline,0.708,0.5127,0.7557,0.6109
Baseline,0.708,0.5131,0.7557,0.6112
Baseline,0.708,0.5134,0.7557,0.6114
Baseline,0.709,0.5138,0.7557,0.6117
Baseline,0.709,0.5134,0.7547,0.6111
Baseline,0.709,0.5138,0.7547,0.6114
Baseline,0.709,0.5142,0.7547,0.6116
Baseline,0.71,0.5145,0.7547,0.6119
Baseline,0.71,0.5142,0.7536,0.6113
Baseline,0.71,0.5138,0.7526,0.6107
Baseline,0.711,0.5135,0.7516,0.6101
Baseline,0.711,0.5139,0.7516,0.6104
Baseline,0.711,0.5135,0.7505,0.6098
Baseline,0.711,0.5132,0.7495,0.6092
Baseline,0.712,0.5135,0.7495,0.6095
Baseline,0.712,0.5132,0.7484,0.6089
Baseline,0.712,0.5128,0.7474,0.6083
Baseline,0.713,0.5125,0.7464,0.6077
Baseline,0.713,0.5121,0.7453,0.6071
Baseline,0.713,0.5125,0.7453,0.6074
Baseline,0.713,0.5129,0.7453,0.6076
Baseline,0.713,0.5132,0.7453,0.6079
Baseline,0.713,0.5129,0.7443,0.6073
Baseline,0.713,0.5125,0.7432,0.6067
Baseline,0.713,0.5122,0.7422,0.6061
Baseline,0.713,0.5118,0.7412,0.6055
Baseline,0.714,0.5115,0.7401,0.6049
Baseline,0.714,0.5119,0.7401,0.6052
Baseline,0.714,0.5115,0.7391,0.6046
Baseline,0.714,0.5119,0.7391,0.6048
Baseline,0.714,0.5115,0.738,0.6043
Baseline,0.715,0.5119,0.738,0.6045
Baseline,0.715,0.5115,0.737,0.6039
Baseline,0.715,0.5112,0.736,0.6033
Baseline,0.715,0.5116,0.736,0.6036
Baseline,0.715,0.5119,0.736,0.6038
Baseline,0.715,0.5123,0.736,0.6041
Baseline,0.715,0.5119,0.7349,0.6035
Baseline,0.716,0.5123,0.7349,0.6038
Baseline,0.716,0.512,0.7339,0.6032
Baseline,0.716,0.5123,0.7339,0.6034
Baseline,0.716,0.512,0.7328,0.6028
Baseline,0.716,0.5116,0.7318,0.6022
Baseline,0.716,0.5113,0.7308,0.6016
Baseline,0.717,0.5116,0.7308,0.6019
Baseline,0.717,0.5113,0.7297,0.6013
Baseline,0.717,0.5109,0.7287,0.6007
Baseline,0.717,0.5106,0.7277,0.6001
Baseline,0.717,0.5109,0.7277,0.6003
Baseline,0.717,0.5106,0.7266,0.5997
Baseline,0.717,0.5102,0.7256,0.5991
Baseline,0.717,0.5099,0.7245,0.5985
Baseline,0.717,0.5095,0.7235,0.5979
Baseline,0.717,0.5092,0.7225,0.5973
Baseline,0.718,0.5088,0.7214,0.5967
Baseline,0.718,0.5084,0.7204,0.5961
Baseline,0.718,0.5088,0.7204,0.5964
Baseline,0.718,0.5084,0.7193,0.5958
Baseline,0.718,0.5088,0.7193,0.596
Baseline,0.718,0.5092,0.7193,0.5963
Baseline,0.718,0.5096,0.7193,0.5966
Baseline,0.718,0.5092,0.7183,0.5959
Baseline,0.719,0.5088,0.7173,0.5953
Baseline,0.719,0.5085,0.7162,0.5947
Baseline,0.719,0.5081,0.7152,0.5941
Baseline,0.719,0.5085,0.7152,0.5944
Baseline,0.719,0.5089,0.7152,0.5946
Baseline,0.719,0.5085,0.7141,0.594
Baseline,0.719,0.5081,0.7131,0.5934
Baseline,0.72,0.5085,0.7131,0.5937
Baseline,0.72,0.5082,0.7121,0.5931
Baseline,0.72,0.5078,0.711,0.5925
Baseline,0.72,0.5082,0.711,0.5927
Baseline,0.72,0.5086,0.711,0.593
Baseline,0.72,0.5089,0.711,0.5932
Baseline,0.72,0.5093,0.711,0.5935
Baseline,0.721,0.5097,0.711,0.5937
Baseline,0.721,0.5093,0.71,0.5931
Baseline,0.721,0.5097,0.71,0.5934
Baseline,0.721,0.5101,0.71,0.5937
Baseline,0.721,0.5105,0.71,0.5939
Baseline,0.722,0.5101,0.7089,0.5933
Baseline,0.722,0.5097,0.7079,0.5927
Baseline,0.722,0.5101,0.7079,0.5929
Baseline,0.722,0.5105,0.7079,0.5932
Baseline,0.722,0.5101,0.7069,0.5926
Baseline,0.722,0.5105,0.7069,0.5929
Baseline,0.722,0.5101,0.7058,0.5922
Baseline,0.722,0.5098,0.7048,0.5916
Baseline,0.723,0.5094,0.7037,0.591
Baseline,0.723,0.5098,0.7037,0.5913
Baseline,0.723,0.5094,0.7027,0.5907
Baseline,0.723,0.5098,0.7027,0.5909
Baseline,0.723,0.5094,0.7017,0.5903
Baseline,0.723,0.5098,0.7017,0.5906
Baseline,0.723,0.5094,0.7006,0.5899
Baseline,0.724,0.5091,0.6996,0.5893
Baseline,0.724,0.5087,0.6985,0.5887
Baseline,0.724,0.5091,0.6985,0.589
Baseline,0.724,0.5087,0.6975,0.5883
Baseline,0.724,0.5083,0.6965,0.5877
Baseline,0.725,0.5087,0.6965,0.588
Baseline,0.725,0.5084,0.6954,0.5874
Baseline,0.725,0.5087,0.6954,0.5876
Baseline,0.725,0.5084,0.6944,0.587
Baseline,0.725,0.5088,0.6944,0.5873
Baseline,0.725,0.5084,0.6933,0.5866
Baseline,0.725,0.508,0.6923,0.586
Baseline,0.725,0.5084,0.6923,0.5863
Baseline,0.725,0.508,0.6913,0.5856
Baseline,0.725,0.5076,0.6902,0.585
Baseline,0.725,0.5073,0.6892,0.5844
Baseline,0.725,0.5069,0.6881,0.5838
Baseline,0.725,0.5065,0.6871,0.5831
Baseline,0.725,0.5061,0.6861,0.5825
Baseline,0.725,0.5058,0.685,0.5819
Baseline,0.726,0.5054,0.684,0.5813
Baseline,0.726,0.5058,0.684,0.5815
Baseline,0.726,0.5062,0.684,0.5818
Baseline,0.726,0.5065,0.684,0.582
Baseline,0.726,0.5062,0.683,0.5814
Baseline,0.726,0.5058,0.6819,0.5808
Baseline,0.726,0.5054,0.6809,0.5802
Baseline,0.726,0.505,0.6798,0.5795
Baseline,0.726,0.5046,0.6788,0.5789
Baseline,0.727,0.505,0.6788,0.5792
Baseline,0.727,0.5046,0.6778,0.5785
Baseline,0.727,0.5043,0.6767,0.5779
Baseline,0.727,0.5039,0.6757,0.5773
Baseline,0.727,0.5043,0.6757,0.5775
Baseline,0.727,0.5047,0.6757,0.5778
Baseline,0.727,0.5051,0.6757,0.578
Baseline,0.728,0.5047,0.6746,0.5774
Baseline,0.728,0.5051,0.6746,0.5777
Baseline,0.728,0.5047,0.6736,0.577
Baseline,0.729,0.5043,0.6726,0.5764
Baseline,0.729,0.5039,0.6715,0.5758
Baseline,0.729,0.5043,0.6715,0.576
Baseline,0.729,0.5039,0.6705,0.5754
Baseline,0.729,0.5043,0.6705,0.5756
Baseline,0.73,0.5047,0.6705,0.5759
Baseline,0.73,0.5043,0.6694,0.5753
Baseline,0.73,0.5039,0.6684,0.5746
Baseline,0.73,0.5035,0.6674,0.574
Baseline,0.73,0.5031,0.6663,0.5733
Baseline,0.73,0.5035,0.6663,0.5736
Baseline,0.731,0.5031,0.6653,0.573
Baseline,0.731,0.5035,0.6653,0.5732
Baseline,0.731,0.5031,0.6642,0.5726
Baseline,0.731,0.5028,0.6632,0.5719
Baseline,0.731,0.5032,0.6632,0.5722
Baseline,0.731,0.5028,0.6622,0.5716
Baseline,0.731,0.5024,0.6611,0.5709
Baseline,0.732,0.5028,0.6611,0.5712
Baseline,0.732,0.5032,0.6611,0.5714
Baseline,0.732,0.5028,0.6601,0.5708
Baseline,0.732,0.5024,0.659,0.5701
Baseline,0.732,0.5028,0.659,0.5704
Baseline,0.732,0.5032,0.659,0.5707
Baseline,0.732,0.5028,0.658,0.57
Baseline,0.732,0.5024,0.657,0.5694
Baseline,0.732,0.502,0.6559,0.5687
Baseline,0.732,0.5024,0.6559,0.569
Baseline,0.732,0.502,0.6549,0.5683
Baseline,0.732,0.5016,0.6538,0.5677
Baseline,0.732,0.502,0.6538,0.5679
Baseline,0.733,0.5024,0.6538,0.5682
Baseline,0.733,0.5028,0.6538,0.5685
Baseline,0.733,0.5032,0.6538,0.5687
Baseline,0.733,0.5028,0.6528,0.5681
Baseline,0.733,0.5024,0.6518,0.5674
Baseline,0.733,0.5028,0.6518,0.5677
Baseline,0.733,0.5032,0.6518,0.5679
Baseline,0.734,0.5028,0.6507,0.5673
Baseline,0.734,0.5032,0.6507,0.5675
Baseline,0.734,0.5028,0.6497,0.5669
Baseline,0.734,0.5032,0.6497,0.5672
Baseline,0.734,0.5036,0.6497,0.5674
Baseline,0.734,0.504,0.6497,0.5677
Baseline,0.734,0.5044,0.6497,0.5679
Baseline,0.734,0.5048,0.6497,0.5682
Baseline,0.734,0.5044,0.6486,0.5675
Baseline,0.734,0.504,0.6476,0.5669
Baseline,0.735,0.5036,0.6466,0.5662
Baseline,0.735,0.5032,0.6455,0.5656
Baseline,0.735,0.5028,0.6445,0.5649
Baseline,0.735,0.5024,0.6435,0.5643
Baseline,0.736,0.5028,0.6435,0.5645
Baseline,0.736,0.5033,0.6435,0.5648
Baseline,0.736,0.5037,0.6435,0.565
Baseline,0.736,0.5033,0.6424,0.5644
Baseline,0.736,0.5037,0.6424,0.5646
Baseline,0.736,0.5033,0.6414,0.564
Baseline,0.736,0.5037,0.6414,0.5642
Baseline,0.737,0.5033,0.6403,0.5636
Baseline,0.737,0.5029,0.6393,0.5629
Baseline,0.737,0.5033,0.6393,0.5632
Baseline,0.737,0.5037,0.6393,0.5634
Baseline,0.737,0.5033,0.6383,0.5628
Baseline,0.738,0.5037,0.6383,0.563
Baseline,0.738,0.5033,0.6372,0.5624
Baseline,0.738,0.5029,0.6362,0.5617
Baseline,0.738,0.5025,0.6351,0.5611
Baseline,0.738,0.5021,0.6341,0.5604
Baseline,0.738,0.5025,0.6341,0.5607
Baseline,0.738,0.5029,0.6341,0.5609
Baseline,0.738,0.5033,0.6341,0.5612
Baseline,0.739,0.5037,0.6341,0.5614
Baseline,0.739,0.5033,0.6331,0.5608
Baseline,0.739,0.5029,0.632,0.5601
Baseline,0.739,0.5025,0.631,0.5594
Baseline,0.739,0.5021,0.6299,0.5588
Baseline,0.739,0.5025,0.6299,0.559
Baseline,0.74,0.5021,0.6289,0.5584
Baseline,0.74,0.5017,0.6279,0.5577
Baseline,0.74,0.5012,0.6268,0.557
Baseline,0.74,0.5017,0.6268,0.5573
Baseline,0.74,0.5012,0.6258,0.5566
Baseline,0.74,0.5008,0.6247,0.556
Baseline,0.74,0.5004,0.6237,0.5553
Baseline,0.74,0.5,0.6227,0.5546
Baseline,0.74,0.4996,0.6216,0.554
Baseline,0.74,0.4992,0.6206,0.5533
Baseline,0.74,0.4987,0.6195,0.5526
Baseline,0.741,0.4983,0.6185,0.5519
Baseline,0.741,0.4987,0.6185,0.5522
Baseline,0.741,0.4992,0.6185,0.5525
Baseline,0.741,0.4987,0.6175,0.5518
Baseline,0.741,0.4983,0.6164,0.5511
Baseline,0.741,0.4979,0.6154,0.5504
Baseline,0.741,0.4975,0.6143,0.5498
Baseline,0.741,0.4979,0.6143,0.55
Baseline,0.742,0.4983,0.6143,0.5503
Baseline,0.742,0.4979,0.6133,0.5496
Baseline,0.742,0.4983,0.6133,0.5499
Baseline,0.742,0.4979,0.6123,0.5492
Baseline,0.742,0.4975,0.6112,0.5485
Baseline,0.742,0.497,0.6102,0.5478
Baseline,0.742,0.4975,0.6102,0.5481
Baseline,0.743,0.497,0.6091,0.5474
Baseline,0.743,0.4966,0.6081,0.5467
Baseline,0.743,0.4962,0.6071,0.546
Baseline,0.743,0.4957,0.606,0.5454
Baseline,0.743,0.4953,0.605,0.5447
Baseline,0.743,0.4949,0.604,0.544
Baseline,0.743,0.4945,0.6029,0.5433
Baseline,0.743,0.4949,0.6029,0.5436
Baseline,0.743,0.4944,0.6019,0.5429
Baseline,0.743,0.4949,0.6019,0.5432
Baseline,0.744,0.4944,0.6008,0.5425
Baseline,0.744,0.4949,0.6008,0.5427
Baseline,0.744,0.4944,0.5998,0.542
Baseline,0.744,0.4949,0.5998,0.5423
Baseline,0.745,0.4953,0.5998,0.5425
